iter	Passed	Remaining
216	121048	436777
217	121566	436076
218	122087	435389
219	122686	434978
220	123185	434215
221	123699	433506
222	124246	432912
223	124790	432310
224	125293	431566
225	125790	430804
226	126304	430102
227	126811	429379
228	127359	428796
229	127959	428387
230	128484	427726
231	129007	427057
232	129517	426350
233	130040	425687
234	130609	425174
235	131156	424591
236	131711	424032
237	132529	424316
238	133174	424040
239	133748	423538
240	134292	422938
241	134991	422823
242	135518	422171
243	136092	421663
244	136658	421131
245	137224	420597
246	137767	419995
247	138280	419303
248	138778	418565
249	139293	417879
250	139861	417357
251	140504	417052
252	141051	416463
253	141576	415812
254	142098	415150
255	142669	414634
256	143226	414074
257	143800	413566
258	144408	413153
259	145018	412745
260	145746	412668
261	146327	412174
262	146902	411662
263	147648	411627
264	148264	411224
265	148882	410826
266	149450	410287
267	150047	409830
268	150773	409722
269	151404	409352
270	151984	408843
271	152594	408415
272	153183	407928
273	153728	407323
274	154279	406737
275	154984	406553
276	155549	406000
277	156095	405399
278	156649	404818
279	157252	404364
280	157795	403754
281	158308	403068
282	158824	402392
283	159437	401962
284	160060	401554
285	160664	401100
286	161193	400456
287	161773	399941
288	162369	399463
289	162906	398840
290	163415	398148
291	164072	397820
292	164842	397760
293	165472	397359
294	166130	397024
295	166831	396788
296	167436	396323
297	168011	395786
298	168650	395398
299	169314	395067
300	169947	394663
301	170579	394252
302	171244	393919
303	171922	393612
304	172569	393231
305	173160	392723
306	173737	392182
307	174389	391810
308	174953	391240
309	175472	390566
310	176014	389947
311	176555	389327
312	177152	388829
313	177760	388355
314	178273	387673
315	178801	387025
316	179401	386534
317	180013	386066
318	180624	385597
319	181249	385155
320	181798	384552
321	182360	383976
322	182917	383389
323	183479	382815
324	184063	382285
325	184677	381817
326	185224	381212
327	185760	380582
328	186311	379985
329	186852	379366
330	187397	378757
331	187944	378153
332	188467	377500
333	189100	377068
334	189645	376460
335	190184	375840
336	190710	375195
337	191236	374551
338	191785	373952
339	192322	373332
340	192890	372771
341	193427	372150
342	194050	371694
343	194572	371044
344	195080	370371
345	195630	369776
346	196171	369164
347	196868	368845
348	197496	368395
349	198027	367765
350	198557	367133
351	199106	366537
352	199639	365911
353	200181	365302
354	200746	364736
355	201346	364232
356	201895	363638
357	202465	363081
358	203005	362469
359	203698	362130
360	204267	361570
361	204833	361005
362	205395	360432
363	205940	359830
364	206471	359203
365	207070	358696
366	207662	358174
367	208223	357601
368	208803	357059
369	209370	356495
370	209927	355914
371	210496	355354
372	211054	354774
373	211661	354279
374	212252	353753
375	212837	353219
376	213400	352649
377	214016	352164
378	214659	351724
379	215219	351148
380	215764	350546
381	216309	349944
382	216911	349437
383	217479	348873
384	218026	348275
385	218571	347675
386	219085	347027
387	219641	346445
388	220197	345862
389	220764	345298
390	221319	344714
391	221872	344128
392	222402	343506
393	223003	342995
394	223556	342409
395	224102	341812
396	224654	341225
397	225243	340694
398	225801	340116
399	226359	339539
400	226890	338920
401	227477	338386
402	228075	337868
403	228711	337405
404	229360	336961
405	229988	336485
406	230567	335936
407	231137	335375
408	231714	334824
409	232245	334207
410	232881	333739
411	233443	333166
412	234001	332587
413	234557	332007
414	235120	331434
415	235728	330926
416	236252	330299
417	236817	329732
418	237425	329222
419	237985	328646
420	238540	328064
421	239085	327468
422	239629	326871
423	240181	326284
424	240790	325775
425	241359	325212
426	241907	324620
427	242469	324048
428	243092	323557
429	243723	323074
430	244283	322499
431	244836	321915
432	246395	322647
433	247030	322163
434	247777	321825
435	248376	321294
436	248986	320776
437	249543	320190
438	250203	319736
439	250857	319273
440	251404	318674
441	252067	318221
442	252661	317680
443	253416	317341
444	254105	316918
445	254985	316731
446	255752	316400
447	256667	316251
448	257892	316478
449	259146	316735
450	260239	316788
451	261380	316895
452	262506	316977
453	263702	317140
454	264834	317219
455	266005	317339
456	267350	317661
457	268511	317757
458	269596	317759
459	270765	317855
460	271873	317874
461	272993	317901
462	274158	317976
463	275355	318082
464	276463	318081
465	277597	318105
466	278676	318060
467	279836	318104
468	280903	318037
469	282201	318227
470	283268	318151
471	284331	318065
472	285601	318207
473	286733	318189
474	288019	318337
475	289148	318306
476	290283	318277
477	291577	318416
478	292865	318544
479	294044	318547
480	295192	318512
481	296310	318441
482	297416	318352
483	298509	318245
484	299646	318181
485	300774	318103
486	301874	317991
487	303034	317938
488	304176	317860
489	305289	317750
490	306492	317728
491	307561	317563
492	308604	317368
493	309740	317264
494	310774	317053
495	311880	316910
496	312964	316742
497	314093	316616
498	315204	316468
499	316375	316375
500	317677	316409
501	318841	316301
502	320020	316202
503	321180	316082
504	322401	316017
505	323681	316004
506	324836	315866
507	326094	315824
508	327235	315663
509	328385	315508
510	329770	315572
511	330861	315352
512	331989	315163
513	333278	315122
514	334355	314878
515	335405	314605
516	336474	314346
517	337556	314096
518	338773	313969
519	339930	313782
520	340964	313477
521	342001	313173
522	343058	312885
523	344169	312642
524	345311	312424
525	346403	312158
526	347498	311891
527	348570	311601
528	349711	311368
529	350792	311080
530	351889	310802
531	353016	310548
532	354151	310297
533	355260	310021
534	356344	309720
535	357420	309408
536	358601	309185
537	359684	308873
538	360913	308684
539	362114	308467
540	363191	308142
541	364458	307974
542	365668	307754
543	366766	307436
544	367848	307103
545	368974	306802
546	370062	306468
547	371266	306227
548	372342	305877
549	373495	305587
550	374642	305289
551	375812	305007
552	376890	304647
553	378011	304319
554	379064	303934
555	380127	303554
556	381273	303239
557	382321	302842
558	383419	302483
559	384547	302144
560	385844	301935
561	387070	301666
562	388259	301366
563	389452	301066
564	390644	300761
565	391830	300449
566	393004	300125
567	394096	299735
568	395217	299365
569	396290	298955
570	397454	298613
571	398610	298261
572	399803	297933
573	400850	297495
574	401947	297091
575	403109	296733
576	404222	296336
577	405463	296030
578	406741	295748
579	407958	295418
580	409073	295011
581	410157	294580
582	411298	294187
583	412507	293840
584	413650	293444
585	414773	293031
586	415899	292617
587	416995	292180
588	418059	291719
589	419168	291286
590	420380	290923
591	421472	290473
592	422600	290047
593	423795	289664
594	424895	289214
595	425943	288726
596	426986	288234
597	428063	287761
598	429094	287257
599	430162	286775
600	431223	286286
601	432275	285790
602	433304	285276
603	434356	284776
604	435461	284309
605	436518	283809
606	437677	283372
607	438758	282883
608	439804	282370
609	440938	281911
610	442076	281452
611	443235	281005
612	444402	280560
613	445494	280066
614	446573	279562
615	447687	279078
616	448799	278590
617	449863	278070
618	450973	277578
619	452176	277140
620	453370	276694
621	454460	276183
622	455554	275672
623	456916	275321
624	457998	274799
625	459085	274277
626	460256	273805
627	461341	273278
628	462440	272759
629	463506	272218
630	464578	271679
631	465665	271146
632	466729	270599
633	467795	270052
634	468917	269535
635	470015	269002
636	471092	268456
637	472165	267906
638	473206	267335
639	474335	266813
640	475424	266267
641	476491	265706
642	477534	265131
643	478595	264565
644	479664	264001
645	480772	263457
646	481932	262940
647	483092	262420
648	484147	261842
649	485193	261258
650	486307	260708
651	487368	260128
652	488518	259595
653	489583	259015
654	490625	258421
655	491694	257839
656	492779	257265
657	493840	256676
658	494890	256081
659	495998	255514
660	497058	254920
661	498144	254339
662	499182	253732
663	500360	253194
664	501455	252612
665	502512	252010
666	503571	251408
667	504642	250810
668	505772	250240
669	506815	249625
670	507895	249027
671	509026	248453
672	510186	247891
673	511316	247313
674	512545	246781
675	513628	246177
676	514734	245582
677	515822	244977
678	517034	244430
679	518168	243844
680	519314	243261
681	520442	242669
682	521544	242063
683	522637	241452
684	523716	240832
685	524828	240227
686	525883	239594
687	526948	238965
688	528135	238389
689	529329	237814
690	530395	237181
691	531475	236552
692	532542	235917
693	533609	235280
694	534736	234668
695	535801	234028
696	536928	233413
697	538069	232803
698	539142	232163
699	540237	231530
700	541397	230923
701	542501	230292
702	543579	229648
703	544654	229002
704	545755	228365
705	546839	227720
706	547918	227072
707	549017	226431
708	550064	225766
709	551167	225124
710	552242	224469
711	553323	223816
712	554562	223225
713	555655	222573
714	556767	221928
715	557853	221271
716	558970	220625
717	560035	219958
718	561102	219290
719	562152	218614
720	563209	217940
721	564307	217281
722	565526	216668
723	566562	215982
724	567617	215303
725	568734	214646
726	569780	213961
727	570914	213308
728	571991	212633
729	573097	211967
730	574153	211282
731	575278	210621
732	576619	210037
733	577823	209401
734	579024	208763
735	580113	208084
736	581195	207400
737	582234	206701
738	583269	205999
739	584309	205298
740	585401	204614
741	586465	203919
742	587524	203221
743	588592	202526
744	589645	201824
745	590680	201116
746	591742	200416
747	592784	199708
748	593820	198997
749	594925	198308
750	596038	197621
751	597131	196926
752	598184	196217
753	599208	195497
754	600287	194795
755	601407	194105
756	602617	193442
757	603686	192733
758	604748	192021
759	605886	191332
760	606974	190626
761	608032	189910
762	609139	189208
763	610316	188527
764	611463	187835
765	612520	187114
766	613580	186393
767	614623	185667
768	615684	184945
769	616751	184224
770	617804	183498
771	618840	182766
772	619875	182033
773	620940	181308
774	622004	180582
775	623035	179845
776	624090	179114
777	625165	178389
778	626250	177665
779	627299	176930
780	628365	176199
781	629423	175465
782	630479	174730
783	631553	173999
784	632574	173252
785	633617	172511
786	634671	171772
787	635732	171034
788	636810	170300
789	637949	169581
790	638986	168834
791	640026	168087
792	641058	167338
793	642109	166592
794	643186	165853
795	644218	165101
796	645264	164352
797	646320	163605
798	647450	162875
799	648587	162146
800	649651	161399
801	650827	160678
802	651953	159943
803	653065	159205
804	654212	158473
805	655288	157724
806	656316	156962
807	657429	156220
808	658469	155460
809	659606	154722
810	660666	153965
811	661741	153211
812	662914	152478
813	664194	151769
814	665435	151049
815	666498	150288
816	667579	149531
817	668639	148768
818	669708	148006
819	670753	147238
820	671808	146472
821	672618	145652
822	673822	144916
823	674943	144162
824	676044	143403
825	677156	142645
826	678247	141882
827	679423	141136
828	680627	140394
829	681834	139652
830	683002	138901
831	684176	138151
832	685297	137388
833	686321	136606
834	687427	135838
835	688563	135077
836	689643	134303
837	690747	133533
838	691820	132757
839	693199	132037
840	694253	131255
841	695348	130481
842	696404	129698
843	697492	128920
844	698645	128153
845	699856	127397
846	701069	126639
847	702232	125871
848	703359	125097
849	704564	124334
850	705822	123581
851	707412	122883
852	708670	122127
853	710029	121386
854	711180	120609
855	712378	119839
856	713571	119067
857	714705	118284
858	715911	117512
859	717031	116726
860	718137	115936
861	719200	115138
862	720282	114343
863	721320	113541
864	722388	112742
865	723431	111939
866	724461	111134
867	725548	110336
868	726597	109533
869	727768	108746
870	728856	107947
871	729896	107140
872	730954	106335
873	732025	105532
874	733087	104726
875	734143	103919
876	735208	103113
877	736361	102319
878	737393	101506
879	738452	100698
880	739491	99885
881	740549	99075
882	741607	98265
883	742641	97450
884	743668	96634
885	744813	95833
886	745857	95019
887	746898	94203
888	747920	93384
889	748946	92566
890	750121	91765
891	751238	90957
892	752344	90146
893	753409	89330
894	754479	88514
895	755532	87695
896	756619	86880
897	757766	86071
898	758865	85256
899	759974	84441
900	761078	83625
901	762141	82804
902	763346	81998
903	764490	81184
904	765573	80364
905	766635	79540
906	767682	78714
907	768801	77896
908	769928	77077
909	770960	76248
910	772019	75422
911	773058	74593
912	774087	73763
913	775169	72937
914	776223	72108
915	777285	71279
916	778312	70447
917	779449	69624
918	780525	68794
919	781585	67963
920	782765	67142
921	783807	66309
922	785060	65492
923	786110	64658
924	787285	63833
925	788381	63002
926	789500	62172
927	790664	61344
928	791750	60510
929	792908	59681
930	794046	58849
931	795122	58013
932	796207	57176
933	797234	56335
934	798355	55500
935	799425	54661
936	800485	53821
937	801626	52985
938	802760	52149
939	803835	51308
940	804894	50466
941	806010	49626
942	807120	48786
943	808328	47951
944	809601	47119
945	810753	46279
946	811897	45438
947	812989	44594
948	814055	43747
949	815133	42901
950	816177	42053
951	817238	41205
952	818280	40355
953	819329	39506
954	820393	38657
955	821698	37818
956	822900	36974
957	824024	36126
958	825176	35278
959	826356	34431
960	827459	33580
961	828559	32728
962	829614	31875
963	830679	31021
964	831713	30165
965	832782	29311
966	833820	28455
967	834910	27600
968	835948	26743
969	837022	25887
970	838093	25030
971	839159	24173
972	840329	23318
973	841408	22460
974	842534	21603
975	843615	20744
976	844726	19886
977	845875	19027
978	847016	18168
979	848131	17308
980	849238	16448
981	850370	15587
982	851459	14725
983	852542	13862
984	853597	12998
985	854712	12135
986	855747	11271
987	856821	10406
988	857883	9541
989	858918	8675
990	860027	7810
991	861192	6945
992	862275	6078
993	863331	5211
994	864373	4343
995	865491	3475
996	866809	2608
997	867354	1738
998	867897	868
999	868447	0
