iter	Logloss
623	0.05870835105
624	0.05859025912
625	0.05841265508
626	0.0582845211
627	0.05811987706
628	0.05801045361
629	0.0578467668
630	0.05772298485
631	0.05756599512
632	0.05744535532
633	0.05733602438
634	0.05722669345
635	0.05707550761
636	0.05695220606
637	0.05682376605
638	0.05673245174
639	0.05656642344
640	0.05642930785
641	0.05631478865
642	0.05619443353
643	0.05609569977
644	0.05593395233
645	0.05579445967
646	0.05567149974
647	0.05554088194
648	0.05545615794
649	0.05532767879
650	0.05518711147
651	0.05505229466
652	0.05493673638
653	0.05476474406
654	0.05462740428
655	0.05452315131
656	0.05441652839
657	0.05424223017
658	0.05409161013
659	0.05396456505
660	0.05385080736
661	0.05367711765
662	0.05356494704
663	0.05343492707
664	0.0532804603
665	0.05314122385
666	0.05302285792
667	0.05295052813
668	0.05285148478
669	0.05270988194
670	0.05254182531
671	0.05242576884
672	0.05228237608
673	0.05216269707
674	0.05199845869
675	0.05186546027
676	0.05173181776
677	0.05160150243
678	0.05146125537
679	0.0513398505
680	0.0512296762
681	0.05108226947
682	0.05092089212
683	0.05082472047
684	0.05067872289
685	0.05056991506
686	0.05043689884
687	0.05032367493
688	0.05021150788
689	0.05008797147
690	0.04995477377
691	0.04982113482
692	0.04972684205
693	0.049632745
694	0.04953003286
695	0.04942556637
696	0.04934369272
697	0.04922784264
698	0.04911223454
699	0.04898652746
700	0.04884733371
701	0.0487441554
702	0.04866002923
703	0.04854576623
704	0.04841502745
705	0.04826895515
706	0.04812783626
707	0.04798850017
708	0.04787518373
709	0.04778954164
710	0.04767337842
711	0.04754795601
712	0.04742314211
713	0.04729849901
714	0.04717883067
715	0.04704656174
716	0.04692768695
717	0.04680032872
718	0.04668112655
719	0.04659016808
720	0.04650030919
721	0.04637478359
722	0.04623629798
723	0.04615000824
724	0.04606164747
725	0.04595829124
726	0.04585439056
727	0.04573793198
728	0.04556054855
729	0.04547420189
730	0.04535630924
731	0.04526906227
732	0.04514743677
733	0.04503783895
734	0.0449370128
735	0.04484094791
736	0.04475985712
737	0.04467941754
738	0.04455882044
739	0.04447119983
740	0.04435051021
741	0.0442424888
742	0.04413591214
743	0.04402775195
744	0.04389281415
745	0.04376761593
746	0.04368898406
747	0.04359828892
748	0.04349787556
749	0.04337039634
750	0.04326962713
751	0.04318256521
752	0.04310833518
753	0.04300913882
754	0.04295677925
755	0.04288578033
756	0.04277886206
757	0.0426915546
758	0.04256967288
759	0.04244397647
760	0.04235870091
761	0.04226289934
762	0.04217122918
763	0.04206522899
764	0.04198486058
765	0.04186149498
766	0.04176134138
767	0.04164845196
768	0.04153814956
769	0.04146191611
770	0.04136143869
771	0.04127577881
772	0.0411815928
773	0.04107678114
774	0.04099292897
775	0.04088942328
776	0.04080097711
777	0.04068129454
778	0.04060213957
779	0.04050074407
780	0.04041596313
781	0.0403584829
782	0.04025108423
783	0.04013736568
784	0.04004417249
785	0.03994887622
786	0.03983952394
787	0.03974490023
788	0.03969592479
789	0.0395920419
790	0.03948007057
791	0.03941481505
792	0.03930205729
793	0.03921004907
794	0.03912084494
795	0.03905118401
796	0.03896587998
797	0.03888644033
798	0.0387824756
799	0.03871675748
800	0.03862946781
801	0.0385392246
802	0.0384540629
803	0.03838216725
804	0.0383195023
805	0.03823786707
806	0.03816127777
807	0.03806567548
808	0.03800930906
809	0.037948128
810	0.03786838233
811	0.03777532435
812	0.03769579218
813	0.03761486509
814	0.03754843883
815	0.03746239107
816	0.03737554265
817	0.03729840891
818	0.03719426625
819	0.03710236122
820	0.03702376494
821	0.03694800477
822	0.03686716307
823	0.03679475144
824	0.0366796949
825	0.03662965191
826	0.03656119731
827	0.03649320887
828	0.03641892547
829	0.03633595936
830	0.03628690919
831	0.03621450823
832	0.03613890463
833	0.03603818523
834	0.03595596285
835	0.03587510693
836	0.03579266392
837	0.0356795859
838	0.03558661689
839	0.03549380089
840	0.03542500823
841	0.03534287837
842	0.03524924748
843	0.03517940507
844	0.03510181939
845	0.03503492697
846	0.03495276864
847	0.03487137894
848	0.03480262187
849	0.03472417148
850	0.03464742917
851	0.03457568297
852	0.03450995773
853	0.03442087458
854	0.03437344352
855	0.03428259181
856	0.03418935235
857	0.03412283001
858	0.03404764987
859	0.03397139507
860	0.03389973427
861	0.0338316889
862	0.03375482203
863	0.03368666635
864	0.03361977392
865	0.03355343662
866	0.0334927929
867	0.03345257489
868	0.0333913369
869	0.03330174845
870	0.03323807645
871	0.03316971437
872	0.03311187118
873	0.03303938125
874	0.0329576108
875	0.03289625538
876	0.03282991096
877	0.0327584957
878	0.03268005955
879	0.03259105113
880	0.03252592371
881	0.03245746911
882	0.0323797411
883	0.03231410838
884	0.03221444585
885	0.03212118149
886	0.03204768451
887	0.03196080763
888	0.03189551652
889	0.03182878779
890	0.03176025134
891	0.03169730172
892	0.03162634906
893	0.03155655647
894	0.03152060865
895	0.03144190916
896	0.03137939012
897	0.03130559067
898	0.03123457752
899	0.03116920101
900	0.03109280743
901	0.03102992898
902	0.03094878837
903	0.0308800313
904	0.03082138033
905	0.03076398906
906	0.03071018475
907	0.03063597608
908	0.030586232
909	0.03052106188
910	0.03046277744
911	0.03041947778
912	0.0303603642
913	0.03028621247
914	0.03020519997
915	0.03015214294
916	0.03009960189
917	0.03004986493
918	0.03000256553
919	0.02994276161
920	0.02989197489
921	0.02980581504
922	0.02977194359
923	0.02972224933
924	0.02967294294
925	0.02961631853
926	0.02955883652
927	0.02949641
928	0.02943654559
929	0.02936869949
930	0.02930752199
931	0.02923296281
932	0.02917092594
933	0.02910222758
934	0.02904414063
935	0.02897734073
936	0.02891097496
937	0.0288472994
938	0.0288010035
939	0.02871668339
940	0.02866247163
941	0.02860724926
942	0.02855377589
943	0.02851949877
944	0.02845991903
945	0.02837093197
946	0.02831470077
947	0.02825722766
948	0.02820728786
949	0.02815748507
950	0.02808824226
951	0.02802626411
952	0.02795590216
953	0.02788099246
954	0.02782976805
955	0.02779443406
956	0.02774870218
957	0.02769309371
958	0.02764350621
959	0.02757531316
960	0.0275256011
961	0.02746420654
962	0.02741012289
963	0.02737183002
964	0.02730565818
965	0.02724258935
966	0.02719965444
967	0.02712710936
968	0.02707927618
969	0.02704168078
970	0.0269942248
971	0.02693498135
972	0.02689478824
973	0.02684131665
974	0.026772129
975	0.02670771506
976	0.02666246535
977	0.0266030582
978	0.02653875991
979	0.0264910673
980	0.02644323235
981	0.02638043397
982	0.02632371703
983	0.02626812636
984	0.02621088099
985	0.02616489823
986	0.02611915745
987	0.02605917027
988	0.02599826144
989	0.02593833653
990	0.02588984504
991	0.02584308297
992	0.02578745315
993	0.0257053055
994	0.02564870777
995	0.02558788969
996	0.02553574007
997	0.02548711869
998	0.02544153982
999	0.02539037235
